14 September 2024 18:00,spanish - section 5 pages 28(do vocab list) - 1 month
14 September 2024 19:00,chemistry - 3.1 to 3.6 - 1 month
14 September 2024 20:00,physics - 5.7 to 5.11 - 1 month
15 September 2024 18:00,biology - 4.1 to 4.4 - 1 month
15 September 2024 19:00,spanish - Section 6 pages 31 to 34(do vocab list) - 1 month
15 September 2024 20:00,biology - 7.7 to 7.12 - 1 week
16 September 2024 18:00,chemistry - 3.7 to 3.9 - 1 month
16 September 2024 19:00,spanish - Section 11 pages 58 to 64 (do vocab list) - 1 week
16 September 2024 20:00,chemistry - 8.1 to 8.4 - 1 week
17 September 2024 18:00,physics - 5.12 to 5.16 - 1 month
17 September 2024 19:00,biology - 5.1 to 5.6 - 1 month
17 September 2024 20:00,spanish - Section 6 pages 34 to 38(do vocab list) - 1 month
19 September 2024 18:00,chemistry - 4.1 to 4.5 - 1 month
19 September 2024 19:00,physics - 5.17 to 5.19 - 1 month
19 September 2024 20:00,biology - 5.7 to 5.12 - 1 month
21 September 2024 18:00,spanish - Section 7 pages 39 to 41(do vocab list) - 1 month
21 September 2024 19:00,chemistry - 4.6 to 4.10 - 1 month
21 September 2024 20:00,physics - 5.20 to 5.21 - 1 month
22 September 2024 18:00,biology - 5.13 to 5.18 - 1 month
22 September 2024 19:00,spanish - Section 8 pages 42 to 46 (do vocab list) - 1 month
22 September 2024 20:00,physics - 6.13 to 6.14 - 1 day
23 September 2024 18:00,chemistry - 5.1 to 5.4 - 1 month
23 September 2024 19:00,biology - 7.13 to 7.16 - now
23 September 2024 20:00,biology - 7.13 to 7.16 - 1 hour
24 September 2024 18:00,physics - 6.1 to 6.2 - 1 month
24 September 2024 19:00,biology - 6.1 to 6.8 - 1 month
24 September 2024 20:00,biology - 7.13 to 7.16 - 1 day
26 September 2024 18:00,spanish - Section 9 pages 47 to 49 (do vocab list) - 1 month
26 September 2024 19:00,chemistry - 6.1 to 6.4 - 1 month
26 September 2024 20:00,physics - 6.3 to 6.5 - 1 month
28 September 2024 18:00,biology - 6.9 to 6.16 - 1 month
28 September 2024 19:00,spanish - Section 9 [ages 49 to 51 (do vocab list) - 1 month
28 September 2024 20:00,chemistry - 6.5 - 1 month
29 September 2024 18:00,physics - 6.6 to 6.8 - 1 month
29 September 2024 19:00,biology - 6.17 to 6.23 - 1 month
29 September 2024 20:00,physics - 6.13 to 6.14 - 1 week
30 September 2024 18:00,spanish - Section 10 pages 52 to 55 (do vocab list) - 1 month
30 September 2024 19:00,spanish - Section 11 pages 64 to 70 (do vocab list corresponding to section) - now
30 September 2024 20:00,spanish - Section 11 pages 64 to 70 (do vocab list corresponding to section) - 1 hour
01 October 2024 18:00,chemistry - 7.1 to 7.7 - 1 month
01 October 2024 19:00,physics - 6.9 to 6.10 - 1 month
01 October 2024 20:00,biology - 7.13 to 7.16 - 1 week
03 October 2024 18:00,spanish - Section 11 pages 64 to 70 (do vocab list corresponding to section) - 1 day
03 October 2024 19:00,chemistry - 8.4 to 8.6 - now
03 October 2024 20:00,chemistry - 8.4 to 8.6 - 1 hour
05 October 2024 18:00,chemistry - 8.4 to 8.6 - 1 day
05 October 2024 19:00,physics - 6.15 - now
05 October 2024 20:00,physics - 6.15 - 1 hour
06 October 2024 18:00,biology - 8.1 to 8.5 - now
06 October 2024 19:00,biology - 8.1 to 8.5 - 1 hour
06 October 2024 20:00,biology - 7.1 to 7.6 - 1 month
07 October 2024 18:00,spanish - Section 10 pages 55 to 57 (do vocab list) - 1 month
07 October 2024 19:00,chemistry - 7.8 to 7.12 - 1 month
07 October 2024 20:00,physics - 6.11 to 6.12 - 1 month
08 October 2024 18:00,physics - 6.15 - 1 day
08 October 2024 19:00,biology - 8.1 to 8.5 - 1 day
08 October 2024 20:00,spanish - Section 11 pages 70 to 76 (do vocab list) - now
10 October 2024 18:00,spanish - Section 11 pages 64 to 70 (do vocab list corresponding to section) - 1 week
10 October 2024 19:00,spanish - Section 11 pages 70 to 76 (do vocab list) - 1 hour
10 October 2024 20:00,chemistry - 9.1 to 9.4 - now
12 October 2024 18:00,chemistry - 8.4 to 8.6 - 1 week
12 October 2024 19:00,spanish - Section 11 pages 70 to 76 (do vocab list) - 1 day
12 October 2024 20:00,chemistry - 9.1 to 9.4 - 1 hour
13 October 2024 18:00,physics - 7.1 to 7.3 - now
13 October 2024 19:00,physics - 7.1 to 7.3 - 1 hour
13 October 2024 20:00,biology - 7.7 to 7.12 - 1 month
14 October 2024 18:00,chemistry - 9.1 to 9.4 - 1 day
14 October 2024 19:00,spanish - Section 11 pages 58 to 64 (do vocab list) - 1 month
14 October 2024 20:00,chemistry - 8.1 to 8.4 - 1 month
15 October 2024 18:00,physics - 6.15 - 1 week
15 October 2024 19:00,biology - 8.1 to 8.5 - 1 week
15 October 2024 20:00,physics - 7.1 to 7.3 - 1 day
17 October 2024 18:00,biology - 8.6 to 8.10 - now
17 October 2024 19:00,biology - 8.6 to 8.10 - 1 hour
17 October 2024 20:00,spanish - Section 11 pages 76 to 84 (do vocab list) - now
19 October 2024 18:00,biology - 8.6 to 8.10 - 1 day
19 October 2024 19:00,spanish - Section 11 pages 70 to 76 (do vocab list) - 1 week
19 October 2024 20:00,spanish - Section 11 pages 76 to 84 (do vocab list) - 1 hour
20 October 2024 18:00,chemistry - 10.1 to 10.5 - now
